,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters,schedule_exp_const
41,1000,520.897471115063,1188,0.3508242000825703,"[38, 21, 8, 40, 12, 39, 0, 25, 2, 14, 30, 36, 6, 15, 20, 16, 11, 10, 24, 26, 22, 13, 5, 46, 7, 28, 42, 1, 31, 3, 45, 32, 48, 17, 41, 29, 18, 47, 33, 9, 35, 23, 4, 44, 43, 34, 19, 37, 49, 27]",geometric,50,0.99,0.001,49.82401538267372,50,1000,
42,0,1100.0516346049103,0,0.00016149994917213917,"[6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33, 15, 16, 27, 37, 20, 24, 47, 13, 10, 19, 29, 42, 45, 26, 32, 17, 44, 34, 14, 2, 43, 35, 21, 0, 3, 38, 36, 49, 30, 39, 9, 8, 23, 40, 1, 5, 46]",arithmetic,50,0.0001,0.001,49.99999998385,50,1000,
43,10,1105.1997552758878,19,0.03832729998975992,"[6, 48, 11, 4, 12, 31, 39, 25, 41, 18, 28, 10, 33, 15, 16, 27, 37, 24, 20, 47, 13, 22, 19, 29, 49, 45, 26, 32, 44, 17, 46, 8, 2, 43, 35, 21, 0, 3, 38, 36, 42, 30, 7, 9, 5, 23, 40, 1, 14, 34]",arithmetic,50,0.0001,0.001,49.99999616727,50,1000,
44,50,1029.2323927943853,89,0.08180980000179261,"[6, 48, 32, 34, 12, 47, 35, 25, 4, 19, 21, 5, 33, 15, 1, 3, 45, 20, 29, 36, 13, 22, 27, 43, 31, 11, 24, 16, 49, 23, 18, 38, 9, 26, 39, 0, 28, 46, 8, 2, 44, 30, 7, 42, 10, 17, 40, 37, 14, 41]",arithmetic,50,0.0001,0.001,49.999991819019996,50,1000,
45,100,1039.895454178675,181,0.12666229996830225,"[0, 3, 32, 49, 12, 35, 14, 48, 4, 23, 45, 5, 10, 43, 1, 30, 15, 24, 29, 7, 13, 22, 27, 34, 31, 16, 39, 18, 41, 47, 21, 40, 9, 26, 6, 42, 28, 46, 33, 2, 17, 44, 36, 8, 25, 38, 19, 37, 11, 20]",arithmetic,50,0.0001,0.001,49.99998733377,50,1000,
46,500,1106.2222402443542,900,0.238971299957484,"[2, 47, 35, 48, 16, 32, 40, 49, 0, 10, 7, 33, 15, 28, 38, 26, 4, 8, 3, 12, 22, 36, 30, 43, 6, 13, 24, 31, 17, 1, 39, 20, 45, 23, 14, 29, 27, 21, 19, 11, 25, 5, 9, 44, 46, 37, 41, 34, 18, 42]",arithmetic,50,0.0001,0.001,49.99997610287,50,1000,
47,1000,1035.5606781128342,1771,0.40903400001116097,"[29, 26, 46, 18, 24, 21, 16, 37, 15, 0, 33, 1, 19, 25, 8, 22, 28, 39, 32, 43, 5, 3, 30, 14, 34, 4, 2, 6, 45, 41, 47, 11, 12, 7, 35, 49, 36, 13, 17, 40, 9, 23, 44, 10, 20, 38, 48, 42, 27, 31]",arithmetic,50,0.0001,0.001,49.9999590966,50,1000,
48,0,1100.0516346049103,0,0.00016469997353851795,"[6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33, 15, 16, 27, 37, 20, 24, 47, 13, 10, 19, 29, 42, 45, 26, 32, 17, 44, 34, 14, 2, 43, 35, 21, 0, 3, 38, 36, 49, 30, 39, 9, 8, 23, 40, 1, 5, 46]",exponential,50,,0.001,49.99995882502357,50,1000,0.005
49,10,1105.1997552758878,19,0.04339639993850142,"[6, 48, 11, 4, 12, 31, 39, 25, 41, 18, 28, 10, 33, 15, 16, 27, 37, 24, 20, 47, 13, 22, 19, 29, 49, 45, 26, 32, 44, 17, 46, 8, 2, 43, 35, 21, 0, 3, 38, 36, 42, 30, 7, 9, 5, 23, 40, 1, 14, 34]",exponential,50,,0.001,49.989152076959954,50,1000,0.005
50,50,1001.4500229479887,88,0.08957820001523942,"[6, 48, 32, 34, 12, 47, 35, 25, 4, 19, 21, 5, 33, 15, 1, 3, 45, 20, 29, 36, 13, 22, 27, 43, 31, 11, 24, 16, 9, 23, 18, 38, 49, 26, 39, 0, 28, 46, 8, 2, 44, 30, 7, 42, 10, 17, 40, 37, 14, 41]",exponential,50,,0.001,49.977610464406226,50,1000,0.005
